weight,age,height,size
61,29,167.64,M
58,47,162.56,M
47,30,162.56,XXS
58,53,170.18,L
78,33,177.8,XXXL
70,25,167.64,XL
72,41,177.8,XXXL
72,88,177.8,XXXL
68,28,165.1,XL
59,44,167.64,L
65,47,175.26,XL
61,32,175.26,L
65,30,165.1,L
79,35,175.26,XL
65,24,170.18,L
58,31,162.56,M
58,34,160.02,M
58,42,160.02,XL
56,62,162.56,M
61,43,157.48,M
63,45,172.72,XL
54,26,162.56,M
74,30,162.56,XL
56,38,162.56,XL
58,21,167.64,M
52,29,172.72,XXS
63,37,170.18,XXXL
68,35,167.64,XL
70,36,167.64,XL
61,58,165.1,L
58,28,160.02,M
58,33,167.64,L
58,35,157.48,M
65,27,157.48,XL
75,38,157.48,XL
61,35,165.1,XL
74,40,175.26,XL
56,38,170.18,M
65,36,157.48,XL
66,48,167.64,XXXL
108,33,160.02,XXXL
63,31,162.56,S
54,34,162.56,S
61,55,170.18,M
52,45,162.56,M
48,33,160.02,S
58,48,167.64,M
56,28,165.1,XXS
58,37,167.64,L
56,43,162.56,M
49,32,170.18,XXS
58,36,170.18,XL
70,32,170.18,XL
77,32,170.18,XXXL
58,28,160.02,S
57,28,167.64,S
72,38,172.72,XL
61,25,167.64,M
58,27,170.18,S
53,34,152.4,M
52,23,160.02,S
68,24,162.56,XXXL
52,32,167.64,XXS
68,33,182.88,XL
51,29,157.48,M
53,35,157.48,S
54,42,160.02,M
54,25,165.1,S
58,45,165.1,XL
61,26,170.18,M
68,32,167.64,XXXL
63,25,167.64,M
54,40,154.94,S
56,26,154.94,S
58,34,160.02,M
52,30,170.18,S
68,29,172.72,M
58,43,162.56,L
58,35,167.64,M
58,30,162.56,L
78,34,167.64,XL
52,42,154.94,M
74,31,180.34,XL
56,39,157.48,L
72,48,175.26,XXXL
54,42,167.64,M
56,32,167.64,S
52,28,157.48,S
55,26,170.18,M
63,31,162.56,L
70,33,162.56,XL
51,29,157.48,S
61,33,167.64,M
74,35,185.42,XXXL
62,32,162.56,M
65,33,167.64,L
68,35,167.64,L
51,41,165.1,S
53,46,165.1,S
58,33,162.56,M
49,25,162.56,S
68,38,170.18,L
52,27,170.18,M
58,37,157.48,M
111,37,160.02,XXXL
70,27,177.8,L
58,33,170.18,M
45,30,160.02,XL
63,56,157.48,XL
43,31,157.48,XXS
70,40,162.56,XXXL
80,48,167.64,XXXL
58,30,165.1,M
61,35,170.18,M
58,34,157.48,L
52,22,165.1,XXS
49,30,157.48,XXS
63,29,170.18,XL
52,36,160.02,XXS
54,22,165.1,M
58,40,160.02,M
52,31,167.64,XXS
52,41,154.94,S
62,29,160.02,XL
53,29,162.56,M
58,32,170.18,S
60,33,167.64,M
70,29,175.26,XL
54,35,157.48,M
47,32,154.94,S
54,34,162.56,M
72,25,180.34,XL
68,37,165.1,XXXL
63,35,162.56,XXXL
77,32,177.8,XXXL
68,30,165.1,XXXL
61,28,177.8,S
58,32,160.02,M
46,60,154.94,S
51,35,157.48,S
58,36,167.64,M
60,31,162.56,L
77,25,172.72,XXXL
51,22,172.72,S
56,27,165.1,M
58,26,175.26,M
82,52,170.18,XXXL
65,30,162.56,L
77,39,157.48,XXXL
56,30,167.64,S
61,30,172.72,M
56,48,162.56,M
63,38,165.1,M
72,27,175.26,XL
47,31,154.94,XXS
61,35,172.72,L
58,58,160.02,XL
68,34,167.64,XL
49,32,162.56,XXS
54,34,165.1,S
68,31,162.56,XL
63,38,172.72,XL
88,40,180.34,XXXL
61,33,170.18,M
83,40,180.34,XXXL
61,27,175.26,M
58,28,160.02,M
61,33,160.02,L
61,39,162.56,M
56,37,162.56,M
70,26,165.1,XXXL
68,47,172.72,XXXL
61,24,160.02,M
61,40,175.26,L
54,32,162.56,M
76,34,170.18,XXXL
47,28,154.94,S
54,47,165.1,M
72,37,167.64,XXXL
62,31,157.48,L
72,32,167.64,XXXL
52,51,167.64,M
52,30,162.56,XXS
61,33,167.64,M
61,43,167.64,L
49,26,170.18,S
61,36,172.72,S
61,26,177.8,M
52,27,152.4,M
58,45,160.02,XL
57,27,172.72,S
79,32,170.18,XXXL
81,27,167.64,XXXL
77,30,165.1,XXXL
59,26,162.56,L
77,28,170.18,XXXL
50,47,157.48,S
54,22,170.18,M
74,48,177.8,XL
72,26,167.64,XXXL
54,33,160.02,S
63,52,162.56,XXXL
58,27,167.64,S
70,55,165.1,XXXL
65,51,175.26,XXXL
72,39,152.4,XXXL
56,58,154.94,L
62,29,162.56,M
71,30,170.18,XXXL
58,34,160.02,M
74,28,170.18,XXXL
54,33,165.1,S
58,34,170.18,S
63,46,160.02,XXXL
53,34,167.64,XXS
58,34,160.02,S
72,31,165.1,XL
45,35,162.56,M
49,31,162.56,XXS
63,42,170.18,XL
49,39,160.02,XXS
68,28,160.02,XXXL
58,38,172.72,M
61,32,160.02,XL
61,36,160.02,L
62,49,172.72,L
47,37,162.56,XXS
70,45,165.1,L
79,55,165.1,XXXL
72,31,167.64,XL
70,40,175.26,XXXL
62,39,167.64,L
49,21,165.1,XXS
45,37,152.4,XXS
65,30,160.02,XL
58,45,165.1,M
65,32,165.1,XL
68,45,172.72,XL
53,26,160.02,S
63,38,162.56,XL
57,33,157.48,M
68,30,170.18,XL
62,32,170.18,S
65,31,160.02,XXXL
53,29,162.56,S
60,54,160.02,L
68,30,172.72,XL
86,37,172.72,XXXL
52,29,157.48,XXS
61,33,157.48,XL
58,26,167.64,M
52,37,170.18,S
66,31,172.72,XL
55,29,165.1,S
74,33,172.72,XXXL
49,33,157.48,S
68,38,170.18,S
63,41,165.1,L
52,31,157.48,S
62,31,152.4,L
52,26,162.56,S
52,30,165.1,XXS
65,38,160.02,XXXL
56,23,175.26,S
59,30,175.26,S
66,56,170.18,XL
55,27,170.18,M
56,27,165.1,M
58,52,172.72,M
74,52,177.8,XXXL
63,45,165.1,XXXL
61,27,172.72,XL
56,37,157.48,M
61,25,160.02,M
68,30,177.8,M
58,35,170.18,S
54,30,157.48,S
76,32,180.34,XXXL
56,30,162.56,S
65,38,170.18,XL
53,40,162.56,M
68,35,152.4,XL
54,29,152.4,S
72,20,185.42,XL
54,31,162.56,S
65,37,165.1,XL
49,30,162.56,S
56,31,160.02,M
74,33,175.26,XL
52,34,162.56,S
54,33,167.64,M
51,29,167.64,M
54,51,162.56,L
61,44,165.1,XL
61,36,167.64,M
68,36,175.26,XXXL
52,30,154.94,XXS
76,51,167.64,XXXL
63,36,170.18,M
61,58,165.1,XL
68,24,149.86,XXL
53,28,160.02,XXS
58,30,162.56,M
56,27,162.56,M
56,45,160.02,S
54,34,157.48,L
58,26,154.94,XL
70,39,165.1,XXXL
56,31,165.1,M
61,37,167.64,XL
61,29,162.56,M
63,28,175.26,L
68,28,172.72,L
50,28,154.94,S
60,36,175.26,M
59,45,172.72,XL
63,34,154.94,XL
58,46,162.56,L
74,33,160.02,XXXL
61,29,167.64,XXXL
85,38,177.8,XXXL
67,36,175.26,XL
70,33,165.1,XL
56,37,167.64,M
55,34,162.56,L
61,28,162.56,L
63,44,172.72,XL
58,41,167.64,M
73,48,165.1,XXXL
74,26,175.26,XL
72,32,180.34,L
58,23,170.18,M
52,31,154.94,S
58,53,165.1,L
52,30,160.02,S
58,35,175.26,M
53,31,162.56,XXS
58,32,167.64,S
53,31,157.48,S
73,30,167.64,XXXL
99,38,165.1,XXXL
65,35,170.18,XL
56,21,157.48,M
58,29,165.1,M
58,25,157.48,XL
61,24,162.56,XL
65,31,177.8,XL
54,27,160.02,L
77,46,167.64,XXXL
58,23,160.02,S
56,54,172.72,XL
48,28,162.56,XXS
65,31,165.1,XXXL
61,28,162.56,L
60,27,162.56,M
58,28,172.72,M
95,24,175.26,XXXL
65,26,167.64,L
52,25,147.32,S
68,31,172.72,XXXL
43,40,154.94,XXS
54,26,162.56,M
63,30,172.72,XL
79,52,154.94,XXXL
68,24,160.02,XL
77,31,170.18,XXXL
70,27,167.64,XL
66,23,175.26,M
71,40,165.1,XL
72,27,165.1,XXXL
65,30,162.56,M
63,31,172.72,L
95,38,160.02,XXXL
77,33,162.56,XL
47,27,162.56,XXS
61,29,165.1,XXXL
65,42,170.18,XL
62,27,170.18,M
62,29,165.1,L
70,39,167.64,XL
45,34,152.4,S
53,38,157.48,S
74,28,177.8,XXXL
61,26,157.48,XL
58,38,162.56,M
56,24,160.02,M
52,29,157.48,S
70,27,177.8,XL
58,28,157.48,S
58,27,170.18,M
56,29,160.02,S
56,25,152.4,M
72,33,170.18,XXXL
83,36,170.18,XXXL
70,48,175.26,XXXL
64,34,157.48,XXXL
56,31,165.1,M
58,27,165.1,M
63,34,160.02,S
52,47,177.8,S
68,28,177.8,L
65,26,162.56,M
61,28,165.1,XL
68,34,167.64,XL
55,32,167.64,XL
56,36,160.02,S
56,29,154.94,M
54,28,160.02,M
54,27,162.56,S
63,36,170.18,XL
53,29,165.1,S
58,35,162.56,XL
65,31,160.02,L
68,27,177.8,M
41,25,147.32,XXS
58,42,165.1,S
63,50,177.8,XL
61,28,162.56,XL
63,34,162.56,M
59,40,170.18,M
56,33,162.56,M
54,27,170.18,M
68,33,172.72,L
49,28,157.48,M
48,48,157.48,XXS
56,37,177.8,M
74,35,180.34,XXXL
56,32,157.48,L
56,36,157.48,M
68,26,167.64,XXXL
68,32,177.8,L
58,29,165.1,M
68,45,157.48,L
70,27,177.8,XL
52,72,157.48,XL
70,31,165.1,XL
67,33,170.18,L
63,34,170.18,XL
53,22,167.64,S
58,28,165.1,M
56,35,154.94,L
54,26,175.26,S
66,33,,M
54,34,167.64,S
58,37,160.02,M
71,31,170.18,M
56,42,162.56,M
54,32,162.56,M
56,27,167.64,S
47,29,157.48,XXS
45,37,152.4,XXS
60,33,157.48,S
58,36,154.94,M
54,26,170.18,XXS
52,30,157.48,M
56,46,162.56,XXS
58,29,167.64,S
61,29,165.1,M
83,37,154.94,XXXL
58,39,162.56,XL
54,31,165.1,M
77,36,160.02,XXXL
47,32,162.56,S
63,35,160.02,L
51,32,165.1,S
61,29,167.64,XL
56,34,170.18,M
49,26,165.1,M
58,40,170.18,S
62,42,165.1,M
52,25,152.4,M
61,39,175.26,S
61,70,165.1,XXXL
76,34,160.02,XXXL
52,28,162.56,XXS
68,30,165.1,XL
95,43,172.72,XXXL
52,36,162.56,XXS
67,26,177.8,XL
70,28,175.26,XL
54,24,160.02,M
61,39,160.02,L
50,32,154.94,S
71,34,162.56,XL
70,29,170.18,L
59,33,167.64,M
63,27,167.64,L
47,23,154.94,XXS
61,33,162.56,M
51,50,167.64,XXS
47,29,157.48,XXS
58,31,154.94,L
54,31,162.56,XXS
52,40,172.72,S
63,27,170.18,M
54,47,167.64,M
58,31,165.1,M
54,41,162.56,S
72,53,165.1,XXXL
53,39,162.56,S
61,35,177.8,M
56,34,154.94,L
72,26,172.72,XXXL
74,44,170.18,XXXL
61,31,170.18,M
56,28,172.72,M
64,25,175.26,XL
56,28,157.48,S
68,27,177.8,L
45,27,165.1,XXS
65,36,167.64,XL
65,29,162.56,XL
83,51,172.72,XXXL
50,32,160.02,S
72,25,167.64,XXXL
68,38,172.72,XXXL
78,35,165.1,XXXL
49,27,167.64,XXS
99,33,162.56,XXXL
47,23,157.48,XXS
58,26,157.48,M
60,27,167.64,XL
54,47,152.4,M
52,33,157.48,M
58,30,160.02,L
57,33,170.18,M
49,24,154.94,S
81,34,162.56,XXXL
70,37,157.48,XL
65,31,167.64,XL
70,33,157.48,XL
47,28,154.94,XXS
71,44,177.8,XL
63,32,167.64,XL
63,29,177.8,M
52,35,157.48,S
56,32,170.18,S
63,29,154.94,XXXL
56,41,167.64,M
68,29,170.18,XL
54,19,165.1,M
57,28,162.56,M
68,29,154.94,XXXL
65,34,165.1,XL
61,45,154.94,L
68,26,165.1,XXXL
68,26,177.8,L
69,44,167.64,XL
81,35,170.18,XXXL
61,44,160.02,L
52,32,160.02,S
54,25,172.72,S
60,24,165.1,M
68,29,154.94,XXXL
58,30,167.64,M
53,34,165.1,M
113,32,175.26,XXXL
56,32,170.18,XXS
55,40,165.1,M
61,41,167.64,M
68,35,165.1,XXXL
47,37,162.56,XXS
58,32,160.02,M
50,29,162.56,XXS
68,28,157.48,XL
57,41,162.56,M
74,39,167.64,XL
58,34,170.18,M
56,30,160.02,S
61,31,170.18,M
70,32,154.94,XXXL
68,35,162.56,XL
59,30,175.26,M
83,33,172.72,XXXL
56,27,154.94,XXS
58,31,162.56,L
65,38,170.18,XL
49,24,167.64,XXS
61,34,167.64,M
74,40,167.64,XXXL
58,37,157.48,M
79,36,170.18,XXXL
63,42,180.34,L
90,49,167.64,XXXL
58,32,165.1,M
58,33,167.64,S
53,26,162.56,XXS
61,29,170.18,M
59,30,162.56,M
65,39,175.26,L
50,53,157.48,XXS
65,47,175.26,L
56,29,160.02,S
68,30,165.1,XL
63,37,167.64,XL
56,29,154.94,M
56,32,160.02,M
90,35,162.56,XXXL
63,41,162.56,XL
56,20,167.64,S
81,28,172.72,XL
53,33,160.02,M
90,42,175.26,XXXL
52,43,152.4,S
65,27,162.56,XL
58,30,167.64,M
58,21,172.72,XXS
56,36,157.48,L
104,40,157.48,XXXL
52,41,162.56,S
52,35,157.48,S
69,31,167.64,M
63,24,177.8,L
60,37,162.56,L
86,34,165.1,XXXL
53,32,154.94,S
56,31,160.02,M
86,50,160.02,XXXL
53,37,165.1,XXS
69,38,175.26,XL
77,32,177.8,L
59,31,157.48,S
62,21,157.48,S
58,26,160.02,M
49,36,154.94,S
63,30,167.64,L
58,33,162.56,S
79,34,162.56,XXXL
74,26,182.88,XXXL
52,26,157.48,S
61,48,162.56,M
50,29,162.56,XXS
54,32,162.56,M
65,38,167.64,XL
52,47,165.1,S
58,20,160.02,M
56,33,165.1,M
58,23,160.02,S
56,29,154.94,M
54,29,157.48,S
72,30,172.72,XL
56,32,152.4,M
56,32,162.56,S
56,43,165.1,XL
81,37,175.26,XXXL
58,25,167.64,M
58,35,160.02,M
49,27,157.48,XXS
83,27,170.18,XXXL
68,22,182.88,L
61,31,162.56,M
61,19,170.18,M
47,28,152.4,XXS
58,30,160.02,L
58,27,172.72,M
74,30,182.88,XL
47,47,165.1,S
61,30,165.1,M
56,41,162.56,M
65,29,175.26,M
56,44,170.18,M
65,35,162.56,XL
65,58,160.02,XXXL
68,39,162.56,XXXL
77,34,182.88,XXXL
63,38,152.4,XL
58,27,167.64,M
61,31,167.64,S
53,31,167.64,XXS
54,38,167.64,XXS
95,24,175.26,XXXL
90,30,172.72,XXXL
88,36,177.8,XXXL
62,24,177.8,M
61,27,152.4,XXXL
65,26,162.56,XL
61,38,172.72,XL
58,29,165.1,L
53,29,162.56,S
58,29,172.72,M
68,31,172.72,XXXL
47,34,160.02,S
79,35,172.72,XXXL
65,26,172.72,M
65,24,165.1,XL
56,31,162.56,M
54,32,162.56,XXS
83,28,162.56,M
56,29,160.02,M
61,30,172.72,S
63,38,167.64,M
89,30,162.56,XXXL
81,31,172.72,XL
86,36,167.64,XXXL
58,35,167.64,M
54,29,152.4,S
47,31,165.1,S
61,45,162.56,M
59,40,160.02,XL
56,46,162.56,M
68,40,175.26,XL
54,31,157.48,M
55,35,162.56,S
51,36,162.56,S
54,27,154.94,M
63,32,165.1,XXXL
65,36,165.1,L
58,27,175.26,L
71,28,162.56,XL
45,31,157.48,XXS
56,36,165.1,M
56,28,172.72,S
63,62,165.1,M
52,30,170.18,XXS
55,31,157.48,S
58,29,149.86,M
70,31,177.8,L
70,31,172.72,XL
63,29,154.94,XL
58,37,167.64,M
65,24,177.8,M
58,33,167.64,S
68,29,172.72,XL
89,35,170.18,XXXL
74,68,175.26,XXXL
68,49,170.18,XL
54,34,172.72,S
65,35,177.8,M
70,27,154.94,XXXL
63,24,170.18,L
65,34,167.64,XL
58,24,172.72,M
68,35,162.56,XXXL
52,28,154.94,S
86,35,165.1,XXXL
61,31,170.18,L
49,30,160.02,XXS
63,34,167.64,XL
63,38,167.64,M
61,29,162.56,M
65,29,172.72,L
75,38,182.88,XL
47,32,162.56,S
63,55,167.64,XXXL
61,59,172.72,XL
61,40,154.94,XL
61,29,180.34,M
49,48,162.56,XXS
61,30,162.56,M
74,37,170.18,XL
56,36,170.18,M
54,33,167.64,M
58,26,162.56,S
58,49,162.56,XL
77,54,157.48,XXXL
55,28,157.48,S
58,30,162.56,L
66,42,162.56,XXXL
54,31,152.4,M
58,41,162.56,M
65,27,182.88,L
54,26,165.1,M
63,28,175.26,XL
61,27,172.72,L
53,28,154.94,M
68,25,172.72,XL
56,41,170.18,M
68,30,170.18,L
63,39,175.26,L
58,30,162.56,M
53,28,160.02,XXS
48,34,154.94,XXS
68,44,170.18,XL
61,34,165.1,M
90,34,167.64,XXXL
61,28,162.56,XL
52,27,154.94,S
65,32,162.56,L
56,30,167.64,M
72,38,162.56,XXXL
72,32,162.56,XXXL
53,35,165.1,S
45,40,157.48,XXS
54,36,162.56,XXS
54,26,157.48,S
61,26,165.1,M
61,29,170.18,M
54,29,152.4,S
54,24,154.94,XXS
56,37,160.02,M
62,43,165.1,L
49,31,154.94,XXS
65,33,157.48,XL
58,41,157.48,L
56,20,165.1,S
56,33,160.02,M
61,49,177.8,XXXL
52,30,165.1,S
52,32,157.48,M
68,46,162.56,XXXL
57,33,162.56,L
56,28,162.56,M
70,33,162.56,XXXL
56,28,157.48,L
68,31,172.72,L
53,38,160.02,S
54,37,167.64,M
52,30,162.56,S
61,43,170.18,L
44,33,152.4,XXS
54,24,165.1,S
61,30,167.64,L
50,33,152.4,S
52,36,162.56,S
56,47,157.48,M
49,54,160.02,XXS
64,33,175.26,M
74,35,175.26,XL
70,23,170.18,M
54,29,170.18,M
81,37,162.56,XXXL
61,31,170.18,M
60,36,172.72,L
58,24,170.18,M
48,28,157.48,XXS
84,44,172.72,XXXL
61,31,180.34,S
51,26,167.64,S
61,37,167.64,M
83,26,162.56,XXXL
65,61,162.56,XXXL
63,33,165.1,XL
57,26,167.64,M
50,46,157.48,S
48,26,162.56,S
58,34,162.56,XXXL
58,35,172.72,S
63,56,162.56,XL
102,32,162.56,XXXL
48,31,154.94,S
52,29,165.1,XXS
52,31,167.64,XXS
86,40,162.56,XXXL
54,39,157.48,S
61,30,162.56,M
70,33,167.64,XL
79,38,172.72,XXXL
58,27,154.94,S
63,33,160.02,S
74,69,162.56,XXXL
62,25,167.64,XL
58,32,167.64,M
52,100,,S
58,28,160.02,M
81,40,167.64,XXXL
47,31,149.86,XXS
68,43,172.72,XL
72,41,160.02,XXXL
53,35,154.94,M
58,40,167.64,XXXL
41,33,149.86,S
49,25,162.56,XXS
58,46,160.02,M
52,38,165.1,S
54,33,165.1,S
68,48,167.64,XL
77,28,170.18,XXXL
81,29,157.48,XXXL
54,27,167.64,M
63,51,167.64,L
52,28,167.64,S
63,40,162.56,XL
56,36,165.1,M
63,37,170.18,L
63,29,167.64,M
68,45,175.26,XL
68,43,162.56,L
52,30,154.94,M
47,28,157.48,XXS
56,28,154.94,L
65,47,160.02,XXXL
48,30,152.4,S
78,34,167.64,XXXL
72,33,167.64,M
61,43,172.72,S
54,28,170.18,S
68,24,170.18,M
58,41,165.1,M
56,31,162.56,S
68,32,165.1,L
56,,172.72,M
45,33,160.02,XXS
61,46,167.64,M
53,28,167.64,M
51,34,154.94,M
61,30,170.18,M
72,39,172.72,XL
60,42,170.18,M
61,33,162.56,XL
68,27,182.88,S
65,34,170.18,XL
87,46,172.72,XXXL
55,33,162.56,S
56,28,165.1,S
67,57,180.34,XL
52,28,154.94,S
70,24,160.02,XL
58,47,165.1,XXXL
72,26,165.1,XXXL
61,31,167.64,M
70,37,177.8,XXXL
56,33,162.56,M
63,30,177.8,M
49,31,162.56,S
66,36,162.56,M
72,32,172.72,XL
66,27,160.02,M
62,32,167.64,S
47,40,165.1,XXS
53,32,162.56,M
55,26,170.18,S
63,36,165.1,L
81,39,175.26,XXXL
57,30,165.1,M
58,35,165.1,S
58,31,167.64,M
63,47,167.64,L
54,22,165.1,M
70,29,170.18,XL
64,28,177.8,XL
54,41,162.56,S
54,25,157.48,XXS
56,20,162.56,S
81,31,187.96,XXXL
58,20,152.4,XL
54,32,160.02,XXS
79,33,167.64,XL
68,33,152.4,XXXL
77,27,172.72,XXXL
56,35,157.48,M
90,28,177.8,XXXL
72,28,165.1,XL
49,34,167.64,XXS
49,24,167.64,S
63,41,165.1,XXXL
56,31,165.1,XXS
72,24,182.88,L
58,62,160.02,M
55,26,170.18,M
58,41,152.4,M
74,35,175.26,XL
70,37,167.64,XL
57,28,170.18,M
55,43,160.02,S
56,46,162.56,M
56,53,162.56,S
68,31,160.02,XL
56,28,154.94,M
61,27,165.1,XXXL
63,30,160.02,S
56,44,154.94,M
44,26,149.86,XXS
77,35,162.56,XL
63,35,157.48,XXXL
76,43,172.72,XXXL
55,31,170.18,M
61,32,172.72,S
71,42,170.18,XL
58,52,177.8,S
52,47,157.48,M
52,29,165.1,S
90,39,167.64,XXXL
53,32,167.64,S
52,31,162.56,M
63,26,152.4,XXXL
58,32,180.34,M
63,28,175.26,XL
70,27,175.26,XL
58,50,160.02,M
70,32,165.1,XXXL
63,31,170.18,L
61,30,165.1,S
52,32,167.64,XXS
54,29,160.02,S
68,30,170.18,XL
56,32,162.56,M
58,30,175.26,M
63,27,154.94,XL
63,28,175.26,L
68,35,172.72,XL
63,30,167.64,M
58,20,157.48,M
53,45,154.94,M
68,35,165.1,XL
56,33,167.64,L
79,34,182.88,XXXL
58,27,170.18,M
58,35,167.64,L
56,41,162.56,S
65,28,162.56,M
58,17,162.56,M
86,30,177.8,XXXL
81,31,172.72,XL
58,32,165.1,S
61,28,165.1,M
54,48,157.48,M
56,30,172.72,M
58,50,167.64,M
62,31,160.02,XL
45,28,157.48,XXS
52,30,160.02,XXS
56,33,167.64,S
49,24,152.4,XXS
81,38,165.1,XXXL
56,31,160.02,L
68,36,175.26,XL
65,37,165.1,L
60,30,160.02,L
54,33,160.02,M
49,26,162.56,S
72,44,175.26,XXXL
48,39,154.94,S
104,35,165.1,XXXL
53,48,154.94,M
68,21,177.8,XL
58,38,162.56,L
49,30,162.56,XXS
59,45,167.64,M
50,27,160.02,S
62,40,170.18,XXXL
49,37,160.02,XXS
58,33,167.64,M
57,47,157.48,M
49,33,162.56,XXS
56,44,162.56,M
54,31,162.56,S
55,38,175.26,S
61,29,162.56,L
62,34,170.18,M
74,38,165.1,XXXL
65,33,175.26,XL
63,51,160.02,XL
52,21,170.18,XXS
56,42,162.56,M
62,32,170.18,M
58,35,177.8,L
56,34,167.64,M
58,43,162.56,M
54,31,162.56,S
63,23,175.26,M
61,38,162.56,XL
56,34,180.34,M
56,30,172.72,S
56,25,157.48,M
47,27,154.94,S
68,31,172.72,XL
56,34,160.02,XL
68,34,162.56,XL
56,30,167.64,L
83,32,177.8,XXXL
68,36,162.56,XXXL
72,30,165.1,XXXL
70,75,175.26,XXXL
56,28,160.02,S
58,21,157.48,L
70,31,165.1,XL
65,51,167.64,XXXL
72,30,167.64,XXXL
52,26,165.1,XXS
56,44,162.56,M
72,30,167.64,XXXL
61,35,167.64,M
58,34,172.72,M
61,35,162.56,L
52,44,160.02,L
81,54,154.94,L
54,31,162.56,M
53,34,160.02,S
49,91,160.02,M
70,33,165.1,XXXL
72,38,180.34,M
74,28,180.34,XXXL
65,30,175.26,L
54,18,167.64,S
79,25,175.26,XXXL
56,29,162.56,M
72,32,162.56,L
58,43,175.26,L
95,28,167.64,XXXL
58,39,175.26,M
63,30,160.02,M
83,25,170.18,XXXL
63,31,157.48,XXXL
54,32,172.72,L
58,26,165.1,M
74,28,167.64,L
52,21,167.64,XXS
45,30,162.56,XXS
52,28,172.72,S
117,39,177.8,XXXL
56,27,162.56,S
68,32,165.1,XL
61,29,165.1,XL
77,26,177.8,XL
65,30,175.26,L
60,36,172.72,XL
58,40,170.18,M
72,44,175.26,XL
49,31,157.48,S
71,34,160.02,XXXL
56,34,160.02,S
55,31,152.4,M
64,30,167.64,XL
53,40,162.56,S
68,35,170.18,XL
56,29,157.48,XXS
64,38,162.56,L
56,33,162.56,M
52,35,152.4,XXS
58,29,162.56,M
66,45,167.64,XL
61,31,177.8,M
54,51,162.56,S
65,38,162.56,XL
56,28,167.64,M
68,46,172.72,XL
62,27,167.64,M
72,36,170.18,XXXL
54,34,167.64,S
54,25,162.56,S
70,53,170.18,XXXL
64,53,157.48,XL
62,34,165.1,M
63,38,165.1,XL
48,29,157.48,S
63,31,165.1,M
54,38,152.4,S
77,44,177.8,XXXL
54,32,170.18,XXS
72,38,175.26,XL
61,49,170.18,XL
70,23,160.02,XXXL
68,29,170.18,XXXL
65,38,172.72,XL
63,26,167.64,XL
65,55,172.72,XXXL
63,36,175.26,M
71,29,170.18,M
70,49,182.88,XL
65,32,162.56,M
61,31,157.48,M
57,33,152.4,M
70,38,160.02,XXXL
63,29,170.18,L
63,30,157.48,M
56,29,167.64,M
47,36,170.18,S
77,29,167.64,XXXL
50,40,162.56,XXS
56,27,167.64,S
54,28,162.56,M
68,38,165.1,XL
63,37,170.18,L
58,25,167.64,M
65,28,180.34,XL
58,32,172.72,L
68,31,172.72,XL
61,27,167.64,L
52,35,167.64,S
63,28,177.8,XL
58,40,175.26,XL
77,29,180.34,XXXL
54,31,157.48,M
63,38,162.56,XL
68,24,172.72,XXXL
70,38,175.26,XL
56,29,170.18,M
63,48,175.26,XXXL
70,30,167.64,XL
68,28,165.1,XXXL
61,31,172.72,M
61,32,172.72,M
70,36,167.64,XXXL
77,43,172.72,XL
46,29,165.1,XXS
63,56,160.02,XL
77,44,175.26,XXXL
49,29,157.48,XXS
65,30,175.26,L
68,41,172.72,XXXL
56,37,167.64,S
56,32,175.26,S
68,36,157.48,XXXL
61,35,167.64,XL
52,30,154.94,S
62,32,167.64,XL
65,31,162.56,L
99,39,167.64,XXXL
61,21,175.26,M
61,36,157.48,XL
56,33,162.56,S
61,33,172.72,M
65,27,170.18,M
65,25,167.64,L
86,26,177.8,XXXL
62,40,172.72,L
58,31,172.72,XL
70,37,177.8,XXXL
52,29,165.1,S
77,28,172.72,XXXL
60,28,165.1,M
45,53,160.02,XXS
61,30,157.48,XL
79,40,167.64,XXXL
49,31,157.48,XXS
74,30,172.72,XXXL
64,55,167.64,XL
61,28,167.64,M
58,29,162.56,XXXL
69,22,167.64,L
56,27,165.1,XL
65,31,157.48,XL
61,35,170.18,M
68,26,165.1,XL
49,26,165.1,M
104,25,172.72,XXXL
49,30,160.02,S
103,38,172.72,XXXL
54,43,157.48,S
61,27,167.64,M
58,41,165.1,M
67,48,175.26,XXXL
71,34,170.18,XL
70,48,175.26,XXXL
83,38,172.72,XXXL
76,33,170.18,XXXL
72,32,172.72,XL
72,41,160.02,XXXL
54,27,157.48,M
61,36,167.64,XL
56,30,160.02,M
49,46,167.64,S
74,37,170.18,XXXL
56,36,165.1,S
63,34,175.26,M
54,39,167.64,M
62,49,165.1,M
47,29,160.02,XXS
68,35,170.18,XXXL
61,31,175.26,M
46,48,152.4,S
72,32,162.56,XXXL
58,59,160.02,M
90,33,177.8,XXXL
61,33,162.56,XL
58,32,172.72,M
58,27,167.64,L
53,40,154.94,S
55,26,170.18,S
61,40,177.8,L
51,34,154.94,S
72,30,167.64,XXXL
58,49,165.1,XL
68,35,170.18,L
53,36,157.48,XXS
55,26,165.1,XXS
65,22,170.18,M
65,37,175.26,XL
56,27,160.02,S
58,26,160.02,M
70,35,172.72,XL
52,45,162.56,M
59,35,162.56,L
61,37,165.1,M
57,28,170.18,M
72,30,175.26,XL
63,33,167.64,M
49,91,160.02,XXS
63,37,172.72,L
56,33,167.64,M
53,43,162.56,XXS
56,28,167.64,M
56,52,165.1,M
58,36,170.18,XL
54,32,172.72,S
56,39,162.56,L
47,31,152.4,S
